03/01/2016,39
03/01/2016,39
03/01/2016,46
03/01/2016,45
03/01/2016,34
03/01/2016,38
03/01/2016,30
03/01/2016,22
03/01/2016,34
03/01/2016,38
03/01/2016,31
03/01/2016,14
03/01/2016,27
03/01/2016,39
03/01/2016,40
03/01/2016,36
03/01/2016,34
03/01/2016,37
03/01/2016,39
03/01/2016,40
03/01/2016,27
03/01/2016,30
03/01/2016,29
03/01/2016,0
03/01/2016,37
03/01/2016,60
03/01/2016,60
03/01/2016,60
03/01/2016,43
03/01/2016,38
03/01/2016,32
03/01/2016,32
03/01/2016,21
03/01/2016,6
03/01/2016,36
03/01/2016,41
03/01/2016,40
03/01/2016,58
03/01/2016,56
03/01/2016,29
03/01/2016,39
03/01/2016,38
03/01/2016,42
03/01/2016,47
03/01/2016,27
03/01/2016,35
03/01/2016,44
03/01/2016,44
03/01/2016,46
03/01/2016,47
03/01/2016,54
03/01/2016,55
03/01/2016,44
03/01/2016,45
03/01/2016,44
03/01/2016,49
03/01/2016,55
03/01/2016,46
03/01/2016,39
03/01/2016,51
03/01/2016,51
03/01/2016,42
03/01/2016,14
03/01/2016,28
03/01/2016,-10
03/01/2016,27
03/01/2016,14
03/01/2016,26
03/01/2016,38
03/01/2016,34
03/01/2016,37
03/01/2016,37
03/01/2016,63
03/01/2016,76
03/01/2016,56
03/01/2016,56
03/01/2016,79
03/01/2016,76
03/01/2016,65
03/01/2016,48
03/01/2016,53
03/01/2016,66
03/01/2016,69
03/01/2016,74
03/01/2016,51
03/01/2016,45
03/01/2016,42
03/01/2016,48
03/01/2016,47
03/01/2016,56
03/01/2016,73
03/01/2016,73
03/01/2016,71
03/01/2016,72
03/01/2016,70
03/01/2016,15
03/01/2016,21
03/01/2016,8
03/01/2016,25
03/01/2016,25
03/01/2016,29
03/01/2016,29
03/01/2016,24
03/01/2016,31
03/01/2016,35
03/01/2016,29
03/01/2016,29
03/01/2016,27
03/01/2016,22
03/01/2016,24
03/01/2016,21
03/01/2016,21
03/01/2016,22
03/01/2016,31
03/01/2016,31
03/01/2016,30
03/01/2016,34
03/01/2016,32
03/01/2016,33
03/01/2016,33
03/01/2016,37
03/01/2016,35
03/01/2016,38
03/01/2016,36
03/01/2016,47
03/01/2016,47
03/01/2016,50
03/01/2016,46
03/01/2016,47
03/01/2016,29
03/01/2016,23
03/01/2016,34
03/01/2016,37
03/01/2016,38
03/01/2016,37
03/01/2016,60
03/01/2016,31
03/01/2016,27
03/01/2016,32
03/01/2016,31
03/01/2016,30
03/01/2016,26
03/01/2016,29
03/01/2016,23
03/01/2016,31
03/01/2016,24
03/01/2016,22
03/01/2016,21
03/01/2016,23
03/01/2016,19
03/01/2016,20
03/01/2016,42
03/01/2016,40
03/01/2016,47
03/01/2016,46
03/01/2016,44
03/01/2016,43
03/01/2016,40
03/01/2016,37
03/01/2016,33
03/01/2016,29
03/01/2016,33
03/01/2016,35
03/01/2016,26
03/01/2016,36
03/01/2016,23
03/01/2016,0
03/01/2016,8
03/01/2016,7
03/01/2016,8
03/01/2016,17
03/01/2016,10
03/01/2016,3
03/01/2016,6
03/01/2016,19
03/01/2016,7
03/01/2016,26
03/01/2016,26
03/01/2016,22
03/01/2016,26
03/01/2016,22
03/01/2016,18
03/01/2016,21
03/01/2016,20
03/01/2016,7
03/01/2016,12
03/01/2016,44
03/01/2016,39
03/01/2016,22
03/01/2016,12
03/01/2016,34
03/01/2016,60
03/01/2016,36
03/01/2016,37
03/01/2016,31
03/01/2016,31
03/01/2016,27
03/01/2016,33
03/01/2016,25
03/01/2016,29
03/01/2016,33
03/01/2016,37
03/01/2016,40
03/01/2016,28
03/01/2016,29
03/01/2016,39
03/01/2016,50
03/01/2016,43
03/01/2016,41
03/01/2016,43
03/01/2016,43
03/01/2016,48
03/01/2016,21
03/01/2016,20
03/01/2016,20
03/01/2016,19
03/01/2016,21
03/01/2016,29
03/01/2016,29
03/01/2016,31
03/01/2016,30
03/01/2016,27
03/01/2016,29
03/01/2016,28
03/01/2016,33
03/01/2016,35
03/01/2016,33
03/01/2016,36
03/01/2016,36
03/01/2016,7
03/01/2016,30
03/01/2016,34
03/01/2016,19
03/01/2016,32
03/01/2016,15
03/01/2016,32
03/01/2016,34
03/01/2016,29
03/01/2016,36
03/01/2016,39
03/01/2016,31
03/01/2016,32
03/01/2016,31
03/01/2016,77
03/01/2016,36
03/01/2016,45
03/01/2016,53
03/01/2016,49
03/01/2016,45
03/01/2016,18
03/01/2016,18
03/01/2016,22
03/01/2016,24
03/01/2016,18
